n;Lista wiązana;Tablica dynamiczna
49220;131630;30
49219;131590;30
49218;131610;30
49217;131630;20
49216;131640;40
49215;135277;230
49214;131710;40
49213;131540;40
49212;131720;21
49211;131690;30
49210;131670;30
49209;131670;40
49208;131660;20
49207;135277;40
49206;131530;30
49205;131499;30
49204;132090;30
49203;133263;40
49202;131700;30
49201;132111;40
49200;136198;40
49199;131630;140
49198;131559;20
49197;131660;30
49196;131289;30
49195;131059;30
49194;131520;30
49193;131599;20
49192;135186;41
49191;131289;40
49190;131369;30
49189;131399;40
49188;131389;20
49187;131269;30
49186;131330;20
49185;131500;30
49184;135357;40
49183;131499;161
49182;131660;30
49181;131519;20
49180;131670;30
49179;131620;20
49178;131680;30
49177;135307;30
49176;131649;40
49175;131339;30
49174;131169;20
49173;131660;30
49172;131600;30
49171;131379;31
49170;131640;20
49169;135317;20
49168;131610;30
49167;131610;160
49166;131539;30
49165;131570;30
49164;131580;20
49163;131529;30
49162;134465;20
49161;131589;40
49160;131399;30
49159;131580;30
49158;131490;30
49157;131099;30
49156;131599;30
49155;131550;30
49154;135006;30
49153;131520;30
49152;131600;30
49151;131549;30
49150;131569;31
49149;131570;20
49148;132131;30
49147;135186;30
49146;131169;40
49145;131550;30
49144;131519;30
49143;131539;31
49142;131490;30
49141;131490;40
49140;131530;30
49139;135177;30
49138;131459;30
49137;131279;30
49136;131370;30
49135;131530;40
49134;131489;20
49133;131379;30
49132;131559;30
49131;144163;30
49130;131510;20
49129;131400;30
49128;131370;40
49127;131310;30
49126;131349;31
49125;131500;40
49124;135056;30
49123;131309;30
49122;131289;30
49121;131108;31
49120;131249;30
49119;132782;30
49118;131420;30
49117;131420;30
49116;135387;30
49115;131469;20
49114;131469;41
49113;131279;30
49112;131489;20
49111;131399;30
49110;131499;40
49109;135116;30
49108;131429;30
49107;131279;30
49106;131459;30
49105;131229;20
49104;131380;30
49103;131389;31
49102;131269;30
49101;135036;30
49100;131269;20
49099;131340;30
49098;131389;30
49097;131309;20
49096;131660;30
49095;132241;30
49094;138273;40
49093;137161;30
49092;153141;30
49091;132541;30
49090;131369;30
49089;131319;30
49088;130969;30
49087;131320;230
49086;139825;30
49085;131209;20
49084;131089;30
49083;130808;30
49082;131249;20
49081;131179;30
49080;131269;40
49079;135127;30
49078;131199;20
49077;131299;30
49076;130938;30
49075;131730;20
49074;131370;30
49073;131239;40
49072;131179;40
49071;137501;151
49070;131199;30
49069;131219;40
49068;131319;40
49067;131259;30
49066;131239;40
49065;131219;31
49064;135006;30
49063;132261;30
49062;131229;20
49061;131239;40
49060;131189;40
49059;131199;30
49058;131028;30
49057;131209;30
49056;139815;40
49055;131760;150
49054;131169;30
49053;131209;30
49052;130959;30
49051;131189;30
49050;131169;30
49049;135116;30
49048;131129;30
49047;131159;30
49046;130788;30
49045;131189;30
49044;131139;30
49043;131089;30
49042;131129;30
49041;134876;40
49040;131119;20
49039;131119;150
49038;130968;30
49037;130788;30
49036;131028;20
49035;131109;30
49034;131049;30
49033;134927;30
49032;131109;30
49031;131118;30
49030;131089;30
49029;131119;30
49028;131089;30
49027;131139;30
49026;134886;30
49025;131169;30
49024;131078;20
49023;131099;30
49022;131490;30
49021;131139;30
49020;131059;30
49019;131189;31
49018;134285;30
49017;131089;30
49016;131109;40
49015;131019;30
49014;131129;30
49013;131159;30
49012;130839;40
49011;134686;30
49010;130819;30
49009;131109;40
49008;130547;30
49007;131119;40
49006;131099;30
49005;131018;31
49004;131139;20
49003;134636;40
49002;131128;21
49001;131119;30
49000;131059;30
48999;131048;30
48998;131149;20
48997;131059;40
48996;134695;30
48995;131069;20
48994;131049;30
48993;132190;30
48992;131029;20
48991;130478;30
48990;131079;20
48989;130548;40
48988;134746;40
48987;131069;30
48986;130948;30
48985;130688;30
48984;130909;30
48983;130968;30
48982;130968;30
48981;131029;30
48980;134866;30
48979;130998;30
48978;130978;20
48977;131089;20
48976;131009;30
48975;131038;30
48974;131079;30
48973;134656;30
48972;130959;30
48971;131048;30
48970;130938;30
48969;130969;30
48968;130969;30
48967;131019;20
48966;130939;30
48965;134676;30
48964;130958;20
48963;130878;40
48962;130939;30
48961;132762;30
48960;131189;20
48959;130688;170
48958;134997;30
48957;131079;30
48956;130858;30
48955;131008;30
48954;130998;30
48953;130938;41
48952;130878;31
48951;131069;40
48950;134485;30
48949;131710;30
48948;131028;31
48947;131019;40
48946;130939;30
48945;131049;30
48944;131048;30
48943;134916;230
48942;130728;30
48941;131068;40
48940;130848;30
48939;130748;30
48938;130928;30
48937;130988;30
48936;130908;30
48935;149173;30
48934;130799;30
48933;130889;30
48932;130879;30
48931;130919;20
48930;130899;30
48929;130849;30
48928;134676;30
48927;130949;160
48926;130828;30
48925;130878;30
48924;130617;30
48923;130948;31
48922;130938;31
48921;130888;20
48920;134495;30
48919;130918;30
48918;130898;30
48917;130698;20
48916;130899;30
