n;Lista wiązana;Tablica dynamiczna
49506;96262;56187
49505;96263;56216
49504;96312;56197
49503;96132;56307
49502;96182;56206
49501;96182;56146
49500;102484;56137
49499;96182;57970
49498;161506;56206
49497;96233;56186
49496;96262;56147
49495;96173;56387
49494;106793;56206
49493;96202;56126
49492;96192;56206
49491;96142;56227
49490;96152;56266
49489;96142;56227
49488;96112;61907
49487;96172;56167
49486;96183;56156
49485;96162;56166
49484;116641;56157
49483;96182;56216
49482;96162;58000
49481;102344;56186
49480;96193;56166
49479;96132;56197
49478;96183;56176
49477;96092;56236
49476;96202;56156
49475;96112;61957
49474;96132;56157
49473;96143;56146
49472;96132;56176
49471;96102;56207
49470;96092;56256
49469;96122;56166
49468;105109;56197
49467;96182;56177
49466;96142;56176
49465;96122;56186
49464;96132;56147
49463;96132;56286
49462;96172;62459
49461;96062;56136
49460;96072;56156
49459;96042;56176
49458;96142;57970
49457;96062;56186
49456;96122;56237
49455;102084;56166
49454;96112;56137
49453;96062;56126
49452;96092;57930
49451;96062;56157
49450;96123;56086
49449;96122;62278
49448;96092;57950
49447;96032;56157
49446;96062;56106
49445;96012;56116
49444;96072;56106
49443;96092;56156
49442;103276;56286
49441;96193;56086
49440;96182;56096
49439;96052;56176
49438;96102;56137
49437;98918;56116
49436;100229;68419
49435;96483;56197
49434;96102;56097
49433;96644;56186
49432;96112;56106
49431;96042;56277
49430;96112;56116
49429;104678;56206
49428;97235;56066
49427;96112;57950
49426;96022;58570
49425;97234;56206
49424;97675;56106
49423;228823;57559
49422;86273;60996
49421;49854;64832
49420;44495;64532
49419;43342;64202
49418;41228;61317
49417;43533;65253
49416;45987;93077
49415;42230;61256
49414;42580;62708
49413;42501;62158
49412;48953;59753
49411;83839;56106
49410;80322;56206
49409;80683;60094
49408;69301;79551
49407;109307;60144
49406;51207;57249
49405;81394;56136
49404;80613;57779
49403;49173;58310
49402;72528;59713
49401;74281;56227
49400;65655;57619
49399;81454;56277
49398;46448;59593
49397;73159;57529
49396;79230;56287
49395;80383;56116
49394;80172;56186
49393;81384;69101
49392;82336;56316
49391;80673;56186
49390;81164;56196
49389;80613;58090
49388;80322;56136
49387;82336;58010
49386;80382;56016
49385;93607;56036
49384;63551;56266
49383;82016;56106
49382;80813;110329
49381;182646;82226
49380;80753;56076
49379;95380;57899
49378;80933;56066
49377;81153;55996
49376;80282;56107
49375;80232;56067
49374;80363;56006
49373;80592;56027
49372;88137;57870
49371;81494;59052
49370;81304;56067
49369;81304;56027
49368;81154;56076
49367;63741;56107
49366;80633;56077
49365;86224;55986
49364;81664;56016
49363;80713;56007
49362;79761;56037
49361;79812;56076
49360;80953;56087
49359;79681;56026
49358;80783;93147
49357;80442;56217
49356;81314;56096
49355;81144;57819
49354;81655;56116
49353;80903;56016
49352;82086;55996
49351;80933;66867
49350;80642;56027
49349;80132;56017
49348;80733;56057
49347;80453;55986
49346;80602;56087
49345;80713;57799
49344;80673;61626
49343;80423;56046
49342;81534;56006
49341;80833;55996
49340;81414;56006
49339;80543;55966
49338;81083;56086
49337;81945;55996
49336;88347;55996
49335;84570;56087
49334;81114;56006
49333;81204;56046
49332;80051;56016
49331;80122;57790
49330;81203;56456
49329;89069;57770
49328;80011;55976
49327;81825;57810
49326;80633;57830
49325;80913;55986
49324;80793;55986
49323;87065;56026
49322;101903;55996
49321;95841;57799
49320;95811;55997
49319;95812;55996
49318;95791;55956
49317;95812;55966
49316;95742;61286
49315;95791;56026
49314;95772;55966
49313;95822;56016
49312;95811;57770
49311;95821;56016
49310;95861;56006
49309;101523;55996
49308;95791;56027
49307;95792;55986
49306;95811;55956
49305;95832;56016
49304;95751;55996
49303;95811;58370
49302;101162;56066
49301;95791;55976
49300;95892;55956
49299;96142;57829
49298;95852;55976
49297;97715;63580
49296;114256;68028
49295;97915;68320
49294;96573;68620
49293;97224;65283
49292;97695;68330
49291;100711;66235
49290;114738;68560
49289;96022;68910
49288;95832;85923
49287;96273;68580
49286;95791;68109
49285;95751;67859
49284;103085;67779
49283;95761;68340
49282;95792;68750
49281;95771;68560
49280;95811;68289
49279;95801;68340
49278;102825;65334
49277;95732;68169
49276;95841;68340
49275;95711;68450
49274;159553;65644
49273;96493;74992
49272;96773;68009
49271;95721;68781
49270;95731;68399
49269;95751;68410
49268;96002;67938
49267;95661;74080
49266;97064;65374
49265;95702;68580
49264;95852;68179
49263;95671;68160
49262;95701;68469
49261;113365;74511
49260;96884;67908
49259;95631;67669
49258;95772;68239
49257;95821;65655
49256;95811;68290
49255;95732;71295
49254;95721;68129
49253;95751;68240
49252;96072;67769
49251;95741;68209
49250;95761;68399
49249;95681;74521
49248;95812;67959
49247;95672;67718
49246;95671;68620
49245;95741;68801
49244;95792;68039
49243;95682;67778
49242;101913;68049
49241;95691;68350
49240;95832;67929
49239;95682;68459
49238;95711;65624
49237;95641;67858
49236;101612;65193
49235;95701;68019
49234;95661;69031
49233;95691;68720
49232;96022;68089
49231;95651;65835
49230;101372;68229
49229;95711;65384
49228;95761;67989
49227;95681;68360
49226;95671;68569
49225;95701;67708
49224;101041;68049
49223;99218;67788
49222;95651;67919
49221;95671;67989
49220;96232;67839
49219;97244;68069
49218;109698;55916
49217;95661;55876
49216;95641;57669
49215;95631;55886
49214;95641;55876
49213;95681;57770
49212;95632;63350
49211;95611;55946
49210;95641;55906
49209;95671;55846
49208;95601;55855
49207;95621;56016
49206;95591;55976
49205;101402;55916
49204;95601;55896
49203;95591;55846
49202;95591;55816
49201;95591;57690
49200;97625;55836
49199;95622;61626
49198;100461;57759
49197;95772;55846
49196;95751;57609
49195;95521;55856
49194;96182;55876
49193;95612;55936
49192;104208;55886
49191;95571;55816
49190;95612;55795
49189;95671;55836
49188;95591;55956
49187;95501;55876
49186;95601;61336
49185;95521;55896
49184;95612;55845
49183;95491;55926
49182;95641;55846
49181;95561;55866
49180;95531;55875
49179;104909;55876
49178;95701;55926
49177;95561;55786
49176;95511;57680
49175;95521;56136
49174;95761;55835
49173;95521;66366
49172;95541;55896
49171;95511;96613
49170;98908;55836
49169;95582;55815
49168;95481;55856
49167;95581;55826
49166;104979;55766
49165;95531;55806
49164;95571;55815
49163;95551;55866
49162;95551;55795
49161;95541;55816
49160;104868;55786
49159;95511;55766
49158;95511;55826
49157;97214;55876
49156;116991;57478
49155;95582;55825
49154;95511;61336
49153;95441;55836
49152;98837;55876
49151;97885;55826
49150;98266;55756
49149;95491;57649
49148;98106;55776
49147;102455;55835
49146;96923;61978
49145;99629;58350
49144;99027;55785
49143;95711;129244
49142;55555;101603
49141;94268;55896
49140;80924;55835
49139;81465;55785
49138;81545;57639
49137;81083;55746
49136;80172;55806
49135;80082;55756
49134;91473;55796
49133;79881;55846
49132;79861;55866
49131;80682;57620
49130;80413;55856
49129;79561;55796
49128;80151;57670
49127;79982;62689
49126;80723;57539
49125;80342;55776
49124;81054;55796
49123;80232;55755
49122;80593;55785
49121;80222;55786
49120;80773;64181
49119;80082;57559
49118;80232;55756
49117;79972;55776
49116;80843;55776
49115;80272;57749
49114;80532;55786
49113;80502;57549
49112;88999;55826
49111;80132;55836
49110;80492;55806
49109;80262;55746
49108;80562;55746
49107;79851;55756
49106;81234;55746
49105;86113;57509
49104;81214;55725
49103;79982;57549
49102;79270;55796
49101;79451;55816
49100;80713;55816
49099;80723;55746
49098;78168;61507
49097;79941;57600
49096;81294;55686
49095;81213;57508
49094;81004;57609
49093;80743;55735
49092;79601;55746
49091;86985;55736
49090;80402;55776
49089;80232;55745
49088;80382;55756
49087;80312;55766
49086;80883;55805
49085;80743;55716
49084;79451;63580
49083;80934;55765
49082;80032;55725
49081;80052;57539
49080;81193;55806
49079;80202;55856
49078;79651;55786
49077;66736;62419
49076;42891;59593
49075;74091;63640
49074;50566;58762
49073;79460;55706
49072;96903;56517
49071;47650;66185
49070;92606;57619
49069;93978;55766
49068;81193;57329
49067;79140;55736
49066;81284;55706
49065;79871;55696
49064;79731;55755
49063;79070;55705
49062;80092;66666
49061;80362;55776
49060;80432;55726
49059;89349;57609
49058;80663;55796
49057;62889;62458
49056;45967;55736
49055;80383;55725
49054;57108;60174
49053;82686;55676
49052;86293;60415
49051;96583;55716
49050;79972;55705
49049;79761;69502
49048;92014;77938
49047;103927;57599
49046;83688;55726
49045;82546;55736
49044;80413;57188
49043;106021;71786
49042;63760;58801
49041;61877;57519
49040;64653;55836
49039;80933;55746
49038;79981;55666
49037;80362;57459
49036;79782;55715
49035;80593;55705
49034;80282;57519
49033;92405;55796
49032;80342;55675
49031;80242;55656
49030;80723;55626
49029;79921;55646
49028;79170;57429
49027;79490;56507
49026;83068;67448
49025;80452;55696
49024;80793;55605
49023;80252;55715
49022;80262;55656
49021;79260;55705
49020;79340;55696
49019;79992;55726
49018;70654;55606
49017;79821;55605
49016;80462;55716
49015;79701;55645
49014;80342;55656
49013;80412;55776
49012;79711;55596
49011;78558;57819
49010;81515;55635
49009;79040;55605
49008;79410;57499
49007;80312;55706
49006;79009;55626
49005;80091;55676
49004;119185;68329
49003;80753;55595
49002;79912;55645
49001;79871;60795
49000;49734;55696
48999;91573;59032
48998;79951;55726
48997;79901;65023
48996;87837;55695
48995;79431;55655
48994;80482;55615
48993;80292;55665
48992;80242;55676
48991;80874;55645
48990;79551;55645
48989;75633;55666
48988;80343;55675
48987;80492;55655
48986;80622;55665
48985;78699;55645
48984;83448;55696
48983;80954;55755
48982;103526;55626
48981;80492;57459
48980;80663;55625
48979;80162;57509
48978;79089;55565
48977;80212;55565
48976;95110;74982
48975;93978;55626
48974;71285;62718
48973;80814;55665
48972;80663;55695
48971;80513;55585
48970;84410;55595
48969;80663;55625
48968;89830;56036
48967;80403;55545
48966;80071;55595
48965;81123;55696
48964;79330;55605
48963;82827;55625
48962;80433;55635
48961;80021;69712
48960;79711;55595
48959;80502;55646
48958;79821;55625
48957;79711;55615
48956;79691;55656
48955;80603;55565
48954;79230;61156
48953;79411;55585
48952;79981;55606
48951;80152;55656
48950;80272;55575
48949;80122;55585
48948;80482;57359
48947;93306;75933
48946;81735;55696
48945;81164;55565
48944;81564;61186
48943;68049;55645
48942;80663;55615
48941;93206;55556
48940;80773;55565
48939;75162;55535
48938;85843;55605
48937;95020;55666
48936;95050;55545
48935;95060;57449
48934;95080;55605
48933;114577;65835
48932;95250;55586
48931;95040;55545
48930;96934;59012
48929;97245;55645
48928;95441;55535
48927;95060;55555
48926;106261;57308
48925;95000;55545
48924;95020;55545
48923;94970;55606
48922;95050;55575
48921;95050;55695
48920;95030;64101
48919;95160;55665
48918;95030;55576
48917;95000;55566
48916;95091;55545
48915;98416;55505
48914;95010;55525
48913;103526;55536
48912;95040;55535
48911;94929;55496
48910;95000;55496
48909;95040;55586
48908;94980;55546
48907;117172;72778
48906;105961;55435
48905;99288;55485
48904;99338;55455
48903;94980;65995
48902;98396;55485
48901;95040;57349
48900;103706;55525
48899;94960;55505
48898;94980;55465
48897;94940;55465
48896;94990;58891
48895;95020;55576
48894;95000;64863
48893;95140;55515
48892;94980;55586
48891;94930;55476
48890;94920;57289
48889;94970;55506
48888;94970;55475
48887;99869;55606
48886;94959;55515
48885;94939;55505
48884;94960;55475
48883;94920;55605
48882;94940;74952
48881;94960;65284
48880;94980;57279
48879;94910;55485
48878;94939;55435
48877;103206;55535
48876;94910;55515
48875;94950;55505
48874;99749;55525
48873;94920;59402
48872;95962;60214
48871;97304;55605
48870;95661;61287
48869;95050;82396
48868;120979;55475
48867;97064;60435
48866;95030;55495
48865;96282;91373
48864;79781;57789
48863;80041;55515
48862;86464;73159
48861;82707;56437
48860;80352;55806
48859;75654;57749
48858;81134;55676
48857;72428;60504
48856;41358;59753
48855;44133;57448
48854;65514;76004
48853;48663;63530
48852;43653;66856
48851;45686;56868
48850;59513;57349
48849;75282;59483
48848;42641;66657
48847;41579;71235
48846;41619;59333
48845;69632;55806
48844;54984;58651
48843;64392;58230
48842;68951;86243
48841;69331;60415
48840;47019;61045
48839;56577;60274
48838;43412;64963
48837;80002;58471
48836;56947;64943
48835;61086;63310
48834;53311;58862
48833;77527;58100
48832;79531;55916
48831;79931;57459
48830;79721;71014
48829;81124;55585
48828;79972;55595
48827;80172;55715
48826;81154;55615
48825;80112;55676
48824;79711;55546
48823;79150;55506
48822;87656;57279
48821;80502;55405
48820;80693;55365
48819;79781;55465
48818;80652;55435
48817;79691;55385
48816;82306;55495
48815;87135;55355
48814;80503;55415
48813;79992;55385
48812;80162;55395
48811;79140;55435
48810;83458;55385
48809;80152;55435
48808;55205;67027
48807;60334;61286
48806;51728;85612
48805;80372;55855
48804;79491;55425
48803;69682;57068
48802;79981;55405
48801;80583;55375
48800;94458;58821
48799;40066;58812
48798;57288;55465
48797;78969;55495
48796;80593;55515
48795;79851;55445
48794;91243;55475
48793;94960;80362
48792;88568;57269
48791;79862;55555
48790;79631;62929
48789;80413;62067
48788;79160;55385
48787;78599;57188
48786;80102;70954
48785;80002;55355
48784;80292;55335
48783;78288;55395
48782;79560;55415
48781;80092;55355
48780;80682;55384
48779;80222;63070
48778;79120;55345
48777;79331;55385
48776;80353;55355
48775;80383;57148
48774;79240;55405
48773;79350;57229
48772;81615;55345
48771;69662;55375
48770;80592;55355
48769;78469;55335
48768;79892;55335
48767;80423;57178
48766;81334;55455
48765;87846;66867
48764;102614;65664
48763;79991;55364
48762;79631;55355
48761;45456;55826
48760;80151;55294
48759;80082;55415
48758;79931;55415
48757;80021;68389
48756;79791;55355
48755;79871;55435
48754;80793;55385
48753;81144;61607
48752;80924;55325
48751;80984;55445
48750;79110;55405
48749;86084;55345
48748;81264;55355
48747;79461;55345
48746;79691;55355
48745;80042;55365
48744;80293;55365
48743;80533;55315
48742;87185;55405
48741;80612;57199
48740;81043;57158
48739;79421;55405
48738;80092;55415
48737;70363;59052
48736;47229;57299
48735;80122;64863
48734;80222;55315
48733;80262;55395
48732;56768;59964
48731;40006;62058
48730;40727;58681
48729;42530;67067
48728;41328;59473
48727;40157;61657
48726;43352;72357
48725;41399;59853
48724;60395;58571
48723;49654;59383
48722;40727;59071
48721;53020;55315
48720;44825;62709
48719;46919;77467
48718;41438;59112
48717;40597;111090
48716;55785;63410
48715;40516;62668
48714;40466;65113
48713;44795;65675
48712;43543;61757
48711;71004;61126
48710;41318;75734
48709;48632;60124
48708;56287;56998
48707;48912;57499
48706;63791;60425
48705;39875;59222
48704;45517;57639
48703;81404;55395
48702;77707;55205
48701;78098;55335
48700;97986;55525
48699;79541;57058
48698;79961;58681
48697;80152;55324
48696;79992;55315
48695;80643;55385
48694;78839;55335
48693;77397;75874
48692;68399;55245
48691;79040;55375
48690;78970;55355
48689;79570;55274
48688;79050;55274
48687;79711;55305
48686;85832;55294
48685;79210;57710
48684;42170;59473
48683;71205;55325
48682;79080;55274
48681;79481;55255
48680;79962;55305
48679;86464;55345
48678;80342;75032
48677;81394;55365
48676;80302;58611
48675;42901;58370
48674;80001;55274
48673;78869;55264
48672;78950;55304
48671;79831;55294
48670;93868;55285
48669;79670;57068
48668;80102;55345
48667;79781;55255
48666;80052;55305
48665;80743;55314
48664;80072;55325
48663;86274;55285
48662;78769;55245
48661;79009;55265
48660;79911;57118
48659;79892;57058
48658;80363;55275
48657;79371;55284
48656;80913;69962
48655;80002;57058
48654;80422;55275
48653;81093;55295
48652;79170;55305
48651;79230;55254
48650;80472;55274
48649;79150;78879
48648;80964;55285
48647;79872;55234
48646;80172;55255
48645;80182;55185
48644;79981;55305
48643;79390;55355
48642;86995;55204
48641;79641;55285
48640;80342;55245
48639;79401;55235
48638;79601;55215
48637;78839;55245
48636;79341;55335
48635;82096;64482
48634;80112;55225
48633;79852;55174
48632;78609;57579
48631;44133;65043
48630;44264;68019
48629;44254;63851
48628;81004;55244
48627;80072;71776
48626;80993;55195
48625;80422;55265
48624;79460;55285
48623;80642;55164
48622;79460;56997
48621;78779;55214
48620;83137;73900
48619;80983;55364
48618;71536;56888
48617;78799;55185
48616;79842;55345
48615;80323;61226
48614;48692;67188
48613;47500;69682
48612;43813;81755
48611;82597;55264
48610;79711;55265
48609;80142;55204
48608;79681;55205
48607;79130;55165
48606;78548;57048
48605;79351;71535
48604;80032;56988
48603;79560;55244
48602;78859;55255
48601;79470;55195
48600;79811;55165
48599;79150;57149
48598;79371;57018
48597;74331;61637
48596;78548;55194
48595;80753;63050
48594;64292;55224
48593;78929;56547
48592;44284;56698
48591;80963;55195
48590;79410;72147
48589;83528;57820
48588;80052;55325
48587;75202;64132
48586;43011;60715
48585;80162;55896
48584;44314;64162
48583;43863;56537
48582;79802;69922
48581;80312;65705
48580;42280;69412
48579;42140;68179
48578;44294;68781
48577;42791;68379
48576;43472;67428
48575;43583;60274
48574;78529;72718
48573;81424;55205
48572;79761;55144
48571;79430;55144
48570;79561;55224
48569;75343;57970
48568;48211;55165
48567;80242;55114
48566;84520;55085
48565;80423;55154
48564;78689;55145
48563;79461;55205
48562;80262;55164
48561;79490;55405
48560;57359;60895
48559;53421;66085
48558;54282;57909
48557;51408;55254
48556;79882;55204
48555;78559;57579
48554;80633;55475
48553;79511;60044
48552;58651;58200
48551;79420;72247
48550;82056;55114
48549;86865;55134
48548;79951;55234
48547;80833;55185
48546;78840;55124
48545;79060;55174
48544;80012;70594
48543;80582;55115
48542;79390;55165
48541;79671;55075
48540;79220;55114
48539;78508;56947
48538;79721;55065
48537;78820;55084
48536;93166;55125
48535;78859;57089
48534;78489;55125
48533;78699;56086
48532;41849;60976
48531;60645;64392
48530;41399;65684
48529;42561;64723
48528;58180;70925
48527;43613;66075
48526;41078;69873
48525;64031;55085
48524;48842;64392
48523;52970;56928
48522;77437;58440
48521;78990;55054
48520;75062;151056
48519;55185;58902
48518;81454;55115
48517;56267;59332
48516;58161;57308
48515;80473;57048
48514;40487;58761
48513;80312;67367
48512;79992;55074
48511;79340;55054
48510;79761;55085
48509;78098;55054
48508;79069;55044
48507;79590;55114
48506;79811;55014
48505;86454;55084
48504;79891;55114
48503;79671;55064
48502;79540;55124
48501;79079;55084
48500;79009;56847
48499;79400;55104
48498;84390;55034
48497;79270;55074
48496;80042;56818
48495;78900;55064
48494;79350;56838
48493;78989;56887
48492;79641;55104
48491;80062;60825
48490;79200;55055
48489;79701;55035
48488;80333;55034
48487;79961;55065
48486;79521;56928
48485;78879;55075
48484;79251;55124
48483;86784;55015
48482;79080;55035
48481;79962;55004
48480;79801;55085
48479;79741;55015
48478;78860;55074
48477;79821;55235
48476;84379;55054
48475;74551;61096
48474;42561;64051
48473;42841;66837
48472;42631;68139
48471;42020;68039
48470;43172;61507
48469;41188;55946
48468;80032;55525
48467;92926;56888
48466;79922;55064
48465;78900;55004
48464;78268;55034
48463;79370;55075
48462;80232;55074
48461;79931;55065
48460;93097;55044
48459;79531;54984
48458;79130;70623
48457;78639;54984
48456;79611;55055
48455;79742;55044
48454;79771;56727
48453;86283;55014
