n;Lista wiązana;Tablica dynamiczna
695;50;1433
696;50;1422
697;50;1413
698;50;1423
699;50;1433
700;60;1423
701;60;1422
702;50;1423
703;51;1432
704;50;1453
705;51;7564
706;110;1573
707;110;1603
708;90;1583
709;111;1563
710;50;1453
711;50;1443
712;50;1443
713;50;1453
714;50;1443
715;60;1443
716;50;1483
717;50;1463
718;50;1463
719;50;1463
720;60;1463
721;60;1493
722;50;1473
723;50;1473
724;60;1482
725;50;1483
726;51;1482
727;50;1473
728;50;1473
729;50;1493
730;140;1643
731;100;1643
732;110;1654
733;101;1583
734;91;1533
735;81;1523
736;101;1533
737;90;1532
738;80;1593
739;101;1583
740;91;1643
741;90;1603
742;90;1603
743;100;1703
744;91;1893
745;120;2155
746;111;2164
747;110;2144
748;110;1793
749;110;1753
750;90;2134
751;110;2164
752;120;2174
753;110;2104
754;110;1914
755;101;2184
756;110;2174
757;100;2185
758;111;2034
759;91;2154
760;100;2204
761;100;2204
762;110;2184
763;90;1724
764;101;1633
765;101;1663
766;90;1633
767;90;1663
768;100;1614
769;100;1653
770;90;1723
771;100;1643
772;110;1724
773;100;1653
774;90;1763
775;110;1733
776;100;1723
777;220;1593
778;60;1583
779;50;1593
780;51;1603
781;50;1613
782;50;1603
783;50;1583
784;50;1583
785;60;1604
786;60;1613
787;50;1613
788;50;1603
789;50;1613
790;50;1603
791;50;1623
792;4097;1613
793;50;1634
794;50;1613
795;50;1623
796;50;1623
797;51;1613
798;50;1634
799;50;1633
800;50;1633
801;50;1623
802;60;1653
803;50;1643
804;50;1633
805;50;1653
806;50;1673
807;50;1653
808;50;1653
809;50;1653
810;50;1673
811;50;1644
812;50;1653
813;50;1653
814;50;1663
815;50;1683
816;50;1653
817;51;1683
818;60;1663
819;50;1684
820;50;1694
821;50;1673
822;60;1683
823;50;1663
824;50;1673
825;50;1673
826;50;1673
827;50;1713
828;51;1673
829;50;1693
830;50;1674
831;50;1684
832;60;1704
833;50;1693
834;50;1703
835;50;1683
836;60;1703
837;50;1713
838;50;1713
839;50;1723
840;60;1713
841;50;1713
842;50;1713
843;50;1713
844;50;1713
845;50;1713
846;50;1713
847;60;1733
848;50;1743
849;50;1733
850;50;1733
851;50;1733
852;50;1733
853;50;1723
854;50;1723
855;50;1733
856;50;1733
857;50;1753
858;50;1763
859;50;1763
860;60;1753
861;50;1743
862;50;1754
863;50;1754
864;50;1754
865;50;1764
866;60;1774
867;50;1794
868;61;1783
869;50;1763
870;50;1753
871;50;1783
872;60;1773
873;50;1763
874;50;1773
875;50;1774
876;50;1784
877;50;1774
878;50;1793
879;51;1793
880;50;1773
881;50;1793
882;60;1783
883;50;1814
884;50;1804
885;50;1794
886;60;1803
887;51;1803
888;60;1803
889;50;1833
890;50;1814
891;50;1824
892;50;1814
893;51;1823
894;50;1833
895;50;1823
896;50;1814
897;50;1834
898;61;1843
899;50;1823
900;50;1813
901;50;1824
902;50;1834
903;60;1853
904;50;1823
905;50;1853
906;50;1834
907;60;1854
908;51;1853
909;50;1853
910;50;1844
911;50;1854
912;50;1853
913;50;1853
914;50;1854
915;50;1874
916;51;1863
917;50;1873
918;50;1894
919;50;1874
920;2464;1894
921;60;1863
922;50;1874
923;60;1874
924;60;1873
925;50;1883
926;50;1884
927;50;1904
928;50;1883
929;50;1894
930;50;1874
931;51;1873
932;50;1883
933;50;1904
934;50;1883
935;50;1893
936;50;1894
937;50;1884
938;50;1893
939;50;1904
940;50;1914
941;50;1913
942;50;1944
943;50;1923
944;50;1914
945;50;1924
946;50;1933
947;50;1944
948;50;1944
949;50;1923
950;50;1934
951;50;1933
952;50;1944
953;50;1954
954;50;1943
955;50;1944
956;50;1953
957;50;1934
958;50;1944
959;60;1954
960;50;1944
961;51;1953
962;50;1964
963;50;1964
964;50;1954
965;50;1954
966;50;1974
967;50;1954
968;50;1983
969;50;1974
970;51;1963
971;50;1964
972;50;1963
973;50;1974
974;50;1994
975;50;1984
976;50;1974
977;50;2004
978;50;1974
979;50;1974
980;50;1984
981;50;1984
982;50;1994
983;60;1994
984;50;1984
985;50;2004
986;50;1994
987;60;2004
988;50;2004
989;50;2004
990;50;2014
991;60;2014
992;50;2003
993;50;2034
994;51;2044
995;50;2024
996;50;2034
997;50;2034
998;50;2044
999;50;2033
1000;60;2034
1001;50;2034
1002;50;2034
1003;50;2024
1004;50;2044
1005;50;2034
1006;50;2034
1007;50;2034
1008;50;2044
1009;50;2054
1010;50;2044
1011;50;2044
1012;60;2074
1013;50;2044
1014;50;2053
1015;50;2054
1016;50;2094
1017;50;2053
1018;50;2064
1019;50;2064
1020;50;2064
1021;50;2094
1022;50;2084
1023;50;2074
1024;50;7815
1025;180;2084
1026;190;2054
1027;61;2084
1028;60;2074
1029;50;2074
1030;50;2114
1031;50;2084
1032;60;2084
1033;60;2074
1034;50;2084
1035;50;2084
1036;50;2104
1037;61;2104
1038;60;2104
1039;50;2114
1040;50;2124
1041;61;2104
1042;50;2114
1043;60;2114
1044;50;2124
1045;61;2114
1046;60;2104
1047;50;2154
1048;60;2124
1049;50;2114
1050;50;2124
1051;60;2134
1052;60;2134
1053;60;2124
1054;50;2124
1055;50;2134
1056;60;2124
1057;60;2154
1058;50;2154
1059;61;2184
1060;50;2145
1061;60;2134
1062;60;2134
1063;50;2164
1064;50;2194
1065;51;2164
1066;60;2185
1067;50;2164
1068;60;2154
1069;60;2154
1070;50;2154
1071;61;2194
1072;60;2174
1073;60;2165
1074;50;2174
1075;60;2154
1076;50;2174
1077;50;2174
1078;61;2184
1079;60;2194
1080;60;2185
1081;60;2174
1082;50;2184
1083;50;2214
1084;60;2184
1085;60;2214
1086;60;2194
1087;50;2234
1088;60;2184
1089;61;2214
1090;61;2184
1091;60;2204
1092;60;2235
1093;60;2195
1094;60;2235
1095;60;2225
1096;50;2225
1097;50;2224
1098;50;2204
1099;50;2224
1100;60;2244
1101;50;2234
1102;60;2214
1103;60;2234
1104;60;2244
1105;60;2254
1106;50;2234
1107;60;2244
1108;50;2234
1109;60;2254
1110;50;10199
1111;70;2255
1112;60;2245
1113;50;2255
1114;60;2245
1115;50;6272
1116;60;2244
1117;50;2274
1118;60;2254
1119;60;2264
1120;60;2254
1121;60;2275
1122;60;2275
1123;50;2285
1124;50;2275
1125;50;2275
1126;60;2264
1127;51;2284
1128;61;2274
1129;50;2304
1130;50;2284
1131;60;2284
1132;60;2284
1133;50;2314
1134;60;2295
1135;50;2305
1136;60;2295
1137;60;2304
1138;50;2304
1139;60;2304
1140;60;2334
1141;60;2294
1142;60;2315
1143;50;2315
1144;50;2314
1145;51;2324
1146;50;2324
1147;50;2324
1148;50;2335
1149;60;2325
1150;60;2345
1151;51;2334
1152;110;2334
1153;100;2355
1154;80;2345
1155;61;2324
1156;60;2354
1157;50;2335
1158;50;2325
1159;50;2375
1160;50;2354
1161;50;2344
1162;50;2345
1163;60;2365
1164;50;2344
1165;50;2364
1166;50;2354
1167;50;2365
1168;50;2345
1169;61;2384
1170;50;2374
1171;50;2375
1172;50;2365
1173;50;2394
1174;50;2384
1175;2805;2395
1176;50;2394
1177;50;2364
1178;50;2385
1179;50;2384
1180;50;2374
1181;50;2405
1182;50;2385
1183;51;2394
1184;60;2394
1185;60;2405
1186;50;2405
1187;50;2404
1188;50;2385
1189;50;2405
1190;51;2434
1191;50;2415
1192;50;2415
1193;50;2404
1194;50;2405
1195;50;2405
1196;51;2404
1197;50;2424
1198;50;2435
1199;51;2424
1200;50;2435
1201;50;2485
1202;50;2404
1203;50;2445
1204;50;2425
1205;50;2444
1206;50;2465
1207;51;2424
1208;50;2445
1209;50;2435
1210;50;2454
1211;50;2435
1212;50;2455
1213;50;2455
1214;50;2435
1215;51;2444
1216;50;2455
1217;50;2455
1218;60;2465
1219;50;2465
1220;51;2474
1221;50;2465
1222;50;2454
1223;50;2495
1224;50;2495
1225;60;2485
1226;60;2485
1227;50;2485
1228;50;2485
1229;50;2494
1230;50;2495
1231;51;2464
1232;50;2475
1233;50;2474
1234;50;2485
1235;50;2485
1236;50;2505
1237;60;2495
1238;50;2525
1239;50;2505
1240;50;2495
1241;50;2495
1242;60;2515
1243;50;2505
1244;50;2515
1245;50;2545
1246;50;2515
1247;50;2525
1248;50;2525
1249;50;2534
1250;50;2505
1251;51;2514
1252;50;2545
1253;51;2575
1254;50;2535
1255;50;2555
1256;50;2535
1257;50;2535
1258;50;2524
1259;50;2545
1260;51;2544
1261;50;2555
1262;50;2545
1263;50;2575
1264;50;2545
1265;50;2554
1266;50;2555
1267;50;2565
1268;50;2595
1269;50;2565
1270;51;2575
