n;Lista wiązana;Tablica dynamiczna
39900;66;65774
40000;58;65438
40100;100;65334
40200;38;66217
40300;38;66282
40400;32;65907
40500;38;66025
40600;44;66236
40700;44;67109
40800;42;66692
40900;72;67300
41000;36;66764
41100;80;67502
41200;40;68184
41300;40;67286
41400;36;67481
41500;40;67625
41600;38;67661
41700;106;67870
41800;76;68010
41900;80;68300
42000;44;68501
42100;44;69942
42200;36;68792
42300;74;68904
42400;38;69286
42500;34;69211
42600;46;69442
42700;44;70163
42800;46;70280
42900;36;69872
43000;74;70107
43100;40;70249
43200;38;70330
43300;36;71806
43400;40;71145
43500;38;71537
43600;38;71069
43700;40;71149
43800;38;71330
43900;40;72125
44000;42;71766
44100;42;71848
44200;42;77676
44300;46;78880
44400;48;78464
44500;42;78568
44600;40;78868
44700;56;78926
44800;80;79115
44900;44;79454
45000;50;80284
45100;50;79783
45200;44;79844
45300;44;80711
45400;44;80346
45500;46;80806
45600;38;80717
45700;136;81721
45800;76;82121
45900;40;81066
46000;92;81402
46100;68;81358
46200;76;81902
46300;56;81864
46400;62;82039
46500;46;82874
46600;46;82376
46700;70;82524
46800;46;83316
46900;50;83467
47000;118;84025
47100;38;84562
47200;46;84093
47300;46;84447
47400;38;83997
47500;38;84537
47600;38;84682
47700;42;85461
47800;44;92403
47900;38;93024
48000;70;92634
48100;44;92999
48200;46;92718
48300;98;92991
48400;76;93327
48500;42;93367
48600;44;93700
48700;68;94461
48800;42;94734
48900;42;94256
49000;44;94347
49100;42;94427
49200;42;95343
49300;42;94676
49400;46;95323
49500;50;95206
49600;60;95519
49700;74;95636
49800;48;96001
49900;38;96615
